Time,A,B,C,T1,A1,B1,C1,D1
5660,8.233550469,1.552395547,4.843189701,47.16666667,82.33550469,15.52395547,48.43189701,471.6666667
5670,5.422093672,0.4361175349,3.714536861,47.25,54.22093672,4.361175349,37.14536861,472.5
5680,5.422093672,0.4361175349,3.714536861,47.33333333,54.22093672,4.361175349,37.14536861,473.3333333
5690,5.422093672,0.4361175349,3.714536861,47.41666667,54.22093672,4.361175349,37.14536861,474.1666667
5700,11.30490265,1.489910792,5.796626118,47.5,113.0490265,14.89910792,57.96626118,475
5710,11.30490265,1.489910792,5.796626118,47.58333333,113.0490265,14.89910792,57.96626118,475.8333333
5720,11.30490265,1.489910792,5.796626118,47.66666667,113.0490265,14.89910792,57.96626118,476.6666667
5730,11.48704266,1.059799053,8.52448147,47.75,114.8704266,10.59799053,85.2448147,477.5
5740,11.48704266,1.059799053,8.52448147,47.83333333,114.8704266,10.59799053,85.2448147,478.3333333
5750,11.48704266,1.059799053,8.52448147,47.91666667,114.8704266,10.59799053,85.2448147,479.1666667
5760,13.87791375,0.9182091957,9.078803814,48,138.7791375,9.182091957,90.78803814,480
5770,13.87791375,0.9182091957,9.078803814,48.08333333,138.7791375,9.182091957,90.78803814,480.8333333
5780,13.87791375,0.9182091957,9.078803814,48.16666667,138.7791375,9.182091957,90.78803814,481.6666667
5790,10.84489078,1.564864112,8.771629931,48.25,108.4489078,15.64864112,87.71629931,482.5
5800,10.84489078,1.564864112,8.771629931,48.33333333,108.4489078,15.64864112,87.71629931,483.3333333
5810,10.84489078,1.564864112,8.771629931,48.41666667,108.4489078,15.64864112,87.71629931,484.1666667
5820,6.100099018,1.219533402,7.565694838,48.5,61.00099018,12.19533402,75.65694838,485
5830,6.100099018,1.219533402,7.565694838,48.58333333,61.00099018,12.19533402,75.65694838,485.8333333
5840,6.100099018,1.219533402,7.565694838,48.66666667,61.00099018,12.19533402,75.65694838,486.6666667
5850,10.72614827,0.3394082233,8.278705518,48.75,107.2614827,3.394082233,82.78705518,487.5
5860,10.72614827,0.3394082233,8.278705518,48.83333333,107.2614827,3.394082233,82.78705518,488.3333333
5870,10.72614827,0.3394082233,8.278705518,48.91666667,107.2614827,3.394082233,82.78705518,489.1666667
5880,9.323595036,1.32846581,6.693069216,49,93.23595036,13.2846581,66.93069216,490
5890,9.323595036,1.32846581,6.693069216,49.08333333,93.23595036,13.2846581,66.93069216,490.8333333
5900,9.323595036,1.32846581,6.693069216,49.16666667,93.23595036,13.2846581,66.93069216,491.6666667
5910,12.73005206,1.40795232,8.567044577,49.25,127.3005206,14.0795232,85.67044577,492.5
5920,12.73005206,1.40795232,8.567044577,49.33333333,127.3005206,14.0795232,85.67044577,493.3333333
5930,12.73005206,1.40795232,8.567044577,49.41666667,127.3005206,14.0795232,85.67044577,494.1666667
5940,9.751973002,1.512054351,10.76022191,49.5,97.51973002,15.12054351,107.6022191,495
5950,9.751973002,1.512054351,10.76022191,49.58333333,97.51973002,15.12054351,107.6022191,495.8333333
5960,9.751973002,1.512054351,10.76022191,49.66666667,97.51973002,15.12054351,107.6022191,496.6666667
5970,10.0312752,0.8902707547,6.742236845,49.75,100.312752,8.902707547,67.42236845,497.5
5980,10.0312752,0.8902707547,6.742236845,49.83333333,100.312752,8.902707547,67.42236845,498.3333333
5990,10.0312752,0.8902707547,6.742236845,49.91666667,100.312752,8.902707547,67.42236845,499.1666667
6000,8.125859455,0.892129506,5.425079872,50,81.25859455,8.92129506,54.25079872,500
6010,8.125859455,2.392129506,5.425079872,50.08333333,81.25859455,23.92129506,54.25079872,500.8333333
6020,8.125859455,2.392129506,5.425079872,50.16666667,81.25859455,23.92129506,54.25079872,501.6666667
6030,6.7321989,2.819492868,4.713530016,50.25,67.321989,28.19492868,47.13530016,502.5
6040,6.7321989,2.819492868,4.713530016,50.33333333,67.321989,28.19492868,47.13530016,503.3333333
6050,6.7321989,2.819492868,4.713530016,50.41666667,67.321989,28.19492868,47.13530016,504.1666667
6060,10.58214865,2.925400426,3.554568433,50.5,105.8214865,29.25400426,35.54568433,505
6070,10.58214865,2.925400426,3.554568433,50.58333333,105.8214865,29.25400426,35.54568433,505.8333333
6080,10.58214865,2.925400426,3.554568433,50.66666667,105.8214865,29.25400426,35.54568433,506.6666667
6090,10.54357901,2.610212238,5.811855234,50.75,105.4357901,26.10212238,58.11855234,507.5
6100,10.54357901,2.610212238,5.811855234,50.83333333,105.4357901,26.10212238,58.11855234,508.3333333
6110,10.54357901,2.610212238,5.811855234,50.91666667,105.4357901,26.10212238,58.11855234,509.1666667
6120,6.283173401,2.30977018,4.941633938,51,62.83173401,23.0977018,49.41633938,510
6130,6.283173401,2.30977018,4.941633938,51.08333333,62.83173401,23.0977018,49.41633938,510.8333333
6140,6.283173401,2.30977018,4.941633938,51.16666667,62.83173401,23.0977018,49.41633938,511.6666667
6150,8.261642082,2.528856281,4.605180295,51.25,82.61642082,25.28856281,46.05180295,512.5
6160,8.261642082,2.528856281,4.605180295,51.33333333,82.61642082,25.28856281,46.05180295,513.3333333
6170,8.261642082,2.528856281,4.605180295,51.41666667,82.61642082,25.28856281,46.05180295,514.1666667
6180,5.557959631,2.402985025,3.010923832,51.5,55.57959631,24.02985025,30.10923832,515
6190,5.557959631,2.402985025,3.010923832,51.58333333,55.57959631,24.02985025,30.10923832,515.8333333
6200,5.557959631,2.402985025,3.010923832,51.66666667,55.57959631,24.02985025,30.10923832,516.6666667
6210,5.536444834,2.065911329,2.5580228,51.75,55.36444834,20.65911329,25.580228,517.5
6220,5.536444834,2.065911329,2.5580228,51.83333333,55.36444834,20.65911329,25.580228,518.3333333
6230,5.536444834,2.065911329,2.5580228,51.91666667,55.36444834,20.65911329,25.580228,519.1666667
6240,4.916648146,2.155818715,2.954685616,52,49.16648146,21.55818715,29.54685616,520
6250,4.916648146,2.155818715,2.954685616,52.08333333,49.16648146,21.55818715,29.54685616,520.8333333
6260,4.916648146,2.155818715,2.954685616,52.16666667,49.16648146,21.55818715,29.54685616,521.6666667
6270,5.652082959,2.680351121,2.024206047,52.25,56.52082959,26.80351121,20.24206047,522.5
6280,5.652082959,2.680351121,2.024206047,52.33333333,56.52082959,26.80351121,20.24206047,523.3333333
6290,5.652082959,2.680351121,2.024206047,52.41666667,56.52082959,26.80351121,20.24206047,524.1666667
6300,6.01518227,2.82058897,3.007427171,52.5,60.1518227,28.2058897,30.07427171,525
6310,6.01518227,2.82058897,3.007427171,52.58333333,60.1518227,28.2058897,30.07427171,525.8333333
6320,6.01518227,2.82058897,3.007427171,52.66666667,60.1518227,28.2058897,30.07427171,526.6666667
6330,6.175440548,2.675123538,4.376863333,52.75,61.75440548,26.75123538,43.76863333,527.5
6340,6.175440548,2.675123538,4.376863333,52.83333333,61.75440548,26.75123538,43.76863333,528.3333333
6350,6.175440548,2.675123538,4.376863333,52.91666667,61.75440548,26.75123538,43.76863333,529.1666667
6360,5.474676072,3.021847817,5.88390282,53,54.74676072,30.21847817,58.8390282,530
6370,5.474676072,3.021847817,5.88390282,53.08333333,54.74676072,30.21847817,58.8390282,530.8333333
6380,5.474676072,3.021847817,5.88390282,53.16666667,54.74676072,30.21847817,58.8390282,531.6666667
6390,6.163763643,2.779015212,3.120952805,53.25,61.63763643,27.79015212,31.20952805,532.5
6400,6.163763643,2.779015212,3.120952805,53.33333333,61.63763643,27.79015212,31.20952805,533.3333333
6410,6.163763643,2.779015212,3.120952805,53.41666667,61.63763643,27.79015212,31.20952805,534.1666667
6420,4.374107872,2.323400448,2.62687807,53.5,43.74107872,23.23400448,26.2687807,535
6430,4.374107872,2.323400448,2.62687807,53.58333333,43.74107872,23.23400448,26.2687807,535.8333333
6440,4.374107872,2.323400448,2.62687807,53.66666667,43.74107872,23.23400448,26.2687807,536.6666667
6450,6.265510955,2.30073249,3.443777383,53.75,62.65510955,23.0073249,34.43777383,537.5
6460,6.265510955,2.30073249,3.443777383,53.83333333,62.65510955,23.0073249,34.43777383,538.3333333
6470,6.265510955,2.30073249,3.443777383,53.91666667,62.65510955,23.0073249,34.43777383,539.1666667
6480,5.00501579,2.261020301,3.525343576,54,50.0501579,22.61020301,35.25343576,540
6490,5.00501579,2.261020301,3.525343576,54.08333333,50.0501579,22.61020301,35.25343576,540.8333333
6500,5.00501579,2.261020301,3.525343576,54.16666667,50.0501579,22.61020301,35.25343576,541.6666667
6510,5.090410262,2.309079092,2.61200846,54.25,50.90410262,23.09079092,26.1200846,542.5
6520,5.090410262,2.309079092,2.61200846,54.33333333,50.90410262,23.09079092,26.1200846,543.3333333
6530,5.090410262,2.309079092,2.61200846,54.41666667,50.90410262,23.09079092,26.1200846,544.1666667
6540,3.64459687,2.017184015,1.128723646,54.5,36.4459687,20.17184015,11.28723646,545
6550,3.64459687,2.017184015,1.128723646,54.58333333,36.4459687,20.17184015,11.28723646,545.8333333
6560,3.64459687,2.017184015,1.128723646,54.66666667,36.4459687,20.17184015,11.28723646,546.6666667
6570,3.283593881,2.062986127,1.92151611,54.75,32.83593881,20.62986127,19.2151611,547.5
6580,3.283593881,2.062986127,1.92151611,54.83333333,32.83593881,20.62986127,19.2151611,548.3333333
6590,3.283593881,2.062986127,1.92151611,54.91666667,32.83593881,20.62986127,19.2151611,549.1666667
6600,4.916220979,1.809615416,3.775157548,55,49.16220979,18.09615416,37.75157548,550
6610,4.916220979,1.809615416,3.775157548,55.08333333,49.16220979,18.09615416,37.75157548,550.8333333
6620,4.916220979,1.809615416,3.775157548,55.16666667,49.16220979,18.09615416,37.75157548,551.6666667
6630,2.548735339,1.852840592,1.122351128,55.25,25.48735339,18.52840592,11.22351128,552.5
6640,2.548735339,1.852840592,1.122351128,55.33333333,25.48735339,18.52840592,11.22351128,553.3333333
6650,2.548735339,1.852840592,1.122351128,55.41666667,25.48735339,18.52840592,11.22351128,554.1666667
6660,1.520667731,1.882311843,1.991547073,55.5,15.20667731,18.82311843,19.91547073,555
6670,1.520667731,1.882311843,1.991547073,55.58333333,15.20667731,18.82311843,19.91547073,555.8333333
6680,1.520667731,1.882311843,1.991547073,55.66666667,15.20667731,18.82311843,19.91547073,556.6666667
6690,3.896298514,1.916473905,0.7158787837,55.75,38.96298514,19.16473905,7.158787837,557.5
6700,3.896298514,1.916473905,0.7158787837,55.83333333,38.96298514,19.16473905,7.158787837,558.3333333
6710,3.896298514,1.916473905,0.7158787837,55.91666667,38.96298514,19.16473905,7.158787837,559.1666667
6720,4.337383445,2.194097885,5.746467203,56,43.37383445,21.94097885,57.46467203,560
6730,4.337383445,2.194097885,5.746467203,56.08333333,43.37383445,21.94097885,57.46467203,560.8333333
6740,4.337383445,2.194097885,5.746467203,56.16666667,43.37383445,21.94097885,57.46467203,561.6666667
6750,4.169789616,2.143265801,3.237706902,56.25,41.69789616,21.43265801,32.37706902,562.5
6760,4.169789616,2.143265801,3.237706902,56.33333333,41.69789616,21.43265801,32.37706902,563.3333333
6770,4.169789616,2.143265801,3.237706902,56.41666667,41.69789616,21.43265801,32.37706902,564.1666667
6780,4.029419357,1.871191018,2.842400155,56.5,40.29419357,18.71191018,28.42400155,565
6790,4.029419357,1.871191018,2.842400155,56.58333333,40.29419357,18.71191018,28.42400155,565.8333333
6800,4.029419357,1.871191018,2.842400155,56.66666667,40.29419357,18.71191018,28.42400155,566.6666667
6810,2.477581814,1.888922156,2.879202517,56.75,24.77581814,18.88922156,28.79202517,567.5
6820,2.477581814,1.888922156,2.879202517,56.83333333,24.77581814,18.88922156,28.79202517,568.3333333
6830,2.477581814,1.888922156,2.879202517,56.91666667,24.77581814,18.88922156,28.79202517,569.1666667
6840,4.735231768,2.28193874,3.04969454,57,47.35231768,22.8193874,30.4969454,570
6850,4.735231768,2.28193874,3.04969454,57.08333333,47.35231768,22.8193874,30.4969454,570.8333333
6860,4.735231768,2.28193874,3.04969454,57.16666667,47.35231768,22.8193874,30.4969454,571.6666667
6870,3.164037634,1.793526444,2.877367194,57.25,31.64037634,17.93526444,28.77367194,572.5
6880,3.164037634,1.793526444,2.877367194,57.33333333,31.64037634,17.93526444,28.77367194,573.3333333
6890,3.164037634,1.793526444,2.877367194,57.41666667,31.64037634,17.93526444,28.77367194,574.1666667
6900,1.79833277,1.769830376,1.010358461,57.5,17.9833277,17.69830376,10.10358461,575
6910,1.79833277,1.769830376,1.010358461,57.58333333,17.9833277,17.69830376,10.10358461,575.8333333
6920,1.79833277,1.769830376,1.010358461,57.66666667,17.9833277,17.69830376,10.10358461,576.6666667
6930,2.415158379,1.65054748,2.133657944,57.75,24.15158379,16.5054748,21.33657944,577.5
6940,2.415158379,1.65054748,2.133657944,57.83333333,24.15158379,16.5054748,21.33657944,578.3333333
6950,2.415158379,1.65054748,2.133657944,57.91666667,24.15158379,16.5054748,21.33657944,579.1666667
6960,2.11567977,1.783376926,0.9484994075,58,21.1567977,17.83376926,9.484994075,580
6970,2.11567977,1.783376926,0.9484994075,58.08333333,21.1567977,17.83376926,9.484994075,580.8333333
6980,2.11567977,1.783376926,0.9484994075,58.16666667,21.1567977,17.83376926,9.484994075,581.6666667
6990,2.185919983,1.782272604,1.311252367,58.25,21.85919983,17.82272604,13.11252367,582.5
7000,2.185919983,1.782272604,1.311252367,58.33333333,21.85919983,17.82272604,13.11252367,583.3333333
7010,2.185919983,1.782272604,1.311252367,58.41666667,21.85919983,17.82272604,13.11252367,584.1666667
7020,1.666373527,1.763496943,1.506241235,58.5,16.66373527,17.63496943,15.06241235,585
7030,1.666373527,1.763496943,1.506241235,58.58333333,16.66373527,17.63496943,15.06241235,585.8333333
7040,1.666373527,1.763496943,1.506241235,58.66666667,16.66373527,17.63496943,15.06241235,586.6666667
7050,1.491709441,1.712850494,0.6256949552,58.75,14.91709441,17.12850494,6.256949552,587.5
7060,1.491709441,1.712850494,0.6256949552,58.83333333,14.91709441,17.12850494,6.256949552,588.3333333
7070,1.491709441,1.712850494,0.6256949552,58.91666667,14.91709441,17.12850494,6.256949552,589.1666667
7080,0.5391961998,1.687287889,0.5856004916,59,5.391961998,16.87287889,5.856004916,590
7090,0.5391961998,1.687287889,0.5856004916,59.08333333,5.391961998,16.87287889,5.856004916,590.8333333
7100,0.5391961998,1.687287889,0.5856004916,59.16666667,5.391961998,16.87287889,5.856004916,591.6666667
7110,0.7104653731,1.645796795,0.905077029,59.25,7.104653731,16.45796795,9.05077029,592.5
7120,0.7104653731,1.645796795,0.905077029,59.33333333,7.104653731,16.45796795,9.05077029,593.3333333
7130,0.7104653731,1.645796795,0.905077029,59.41666667,7.104653731,16.45796795,9.05077029,594.1666667
7140,0.8093032618,1.742894527,0.9062245219,59.5,8.093032618,17.42894527,9.062245219,595
7150,0.8093032618,1.742894527,0.9062245219,59.58333333,8.093032618,17.42894527,9.062245219,595.8333333
7160,0.8093032618,1.742894527,0.9062245219,59.66666667,8.093032618,17.42894527,9.062245219,596.6666667
7170,0.9706315649,1.65175269,0.7011131602,59.75,9.706315649,16.5175269,7.011131602,597.5
7180,0.9706315649,1.65175269,0.7011131602,59.83333333,9.706315649,16.5175269,7.011131602,598.3333333
7190,0.9706315649,1.65175269,0.7011131602,59.91666667,9.706315649,16.5175269,7.011131602,599.1666667
7200,1.433505911,1.737455363,1.261859419,60,14.33505911,17.37455363,12.61859419,600
7210,1.433505911,1.737455363,1.261859419,60.08333333,14.33505911,17.37455363,12.61859419,600.8333333
7220,1.433505911,1.737455363,1.261859419,60.16666667,14.33505911,17.37455363,12.61859419,601.6666667
7230,0.7443670292,1.636308229,0.8956395645,60.25,7.443670292,16.36308229,8.956395645,602.5
7240,0.7443670292,1.636308229,0.8956395645,60.33333333,7.443670292,16.36308229,8.956395645,603.3333333
7250,0.7443670292,1.636308229,0.8956395645,60.41666667,7.443670292,16.36308229,8.956395645,604.1666667
7260,0.788842563,1.57858961,0.3483235798,60.5,7.88842563,15.7858961,3.483235798,605
7270,0.788842563,1.57858961,0.3483235798,60.58333333,7.88842563,15.7858961,3.483235798,605.8333333
7280,0.788842563,1.57858961,0.3483235798,60.66666667,7.88842563,15.7858961,3.483235798,606.6666667
7290,0.623395008,1.629807349,0.4589558453,60.75,6.23395008,16.29807349,4.589558453,607.5
7300,0.623395008,1.629807349,0.4589558453,60.83333333,6.23395008,16.29807349,4.589558453,608.3333333
7310,0.623395008,1.629807349,0.4589558453,60.91666667,6.23395008,16.29807349,4.589558453,609.1666667
7320,0.8543676351,1.5,0.2118109954,61,8.543676351,15,2.118109954,610
7330,0.8543676351,1.5,0.2118109954,61.08333333,8.543676351,15,2.118109954,610.8333333
7340,0.8543676351,1.5,0.2118109954,61.16666667,8.543676351,15,2.118109954,611.6666667
7350,0.8751552191,1.606672528,0.5921947862,61.25,8.751552191,16.06672528,5.921947862,612.5
7360,0.8751552191,1.606672528,0.5921947862,61.33333333,8.751552191,16.06672528,5.921947862,613.3333333
7370,0.8751552191,1.606672528,0.5921947862,61.41666667,8.751552191,16.06672528,5.921947862,614.1666667
7380,0.8196243849,1.608814609,0.4867873777,61.5,8.196243849,16.08814609,4.867873777,615
7390,0.8196243849,1.608814609,0.4867873777,61.58333333,8.196243849,16.08814609,4.867873777,615.8333333
7400,0.8196243849,1.608814609,0.4867873777,61.66666667,8.196243849,16.08814609,4.867873777,616.6666667
7410,0.4277605454,1.565350427,0.3487698926,61.75,4.277605454,15.65350427,3.487698926,617.5
7420,0.4277605454,1.565350427,0.3487698926,61.83333333,4.277605454,15.65350427,3.487698926,618.3333333
7430,0.4277605454,1.565350427,0.3487698926,61.91666667,4.277605454,15.65350427,3.487698926,619.1666667
